title,author,date,INSPEC,DOI,citations,publisher,url
"Quantum Machine Learning for 6G Communication Networks: State-of-the-Art and Vision for the Future","Syed Junaid Nawaz, Shree Krishna Sharma, Shurjeel Wyne, Mohammad N. Patwary, Md. Asaduzzaman",04 April 2019,18609246,10.1109/ACCESS.2019.2909490,170,IEEE,"https://ieeexplore.ieee.org/document/8681450"
